Country or Area,Year,"Undata Carbon Dioxide (Co2) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions, Including Indirect Co2, Without Lulucf, In Kilotonne Co2 Equivalent ","Undata Hydrofluorocarbons (Hfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Methane (Ch4) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Nitrogen Trifluoride (Nf3) Emissions, In Kilotonne Co2 Equivalent ","Undata Nitrous Oxide (N2O) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Sulphur Hexafluoride (Sf6) Emissions, In Kilotonne Co2 Equivalent","Undata Unspecified Mix Of Hydrofluorocarbons (Hfcs) And Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent "
Spain,2018,268600.525275099,328905.094033299,,4395.12578794149,42044.3255082839,,11979.4016453446,118.181432007285,234.0423730965,1533.49201152628
Sweden,2018,42036.5839617124,51784.1693232731,,987.392750247711,4832.65007115087,,3837.876177422,55.6711611038201,33.995201636325,
Switzerland,2018,36867.2501006122,46741.1690318924,46858.1075161119,1419.46954657595,5238.85619945319,0.470454075,2998.31248893564,32.6975938345159,184.112648405905,
Türkiye,2018,422058.619986638,523108.033655237,,5040.33010747977,60409.2275369735,,35455.4480260443,10.0931981007468,134.3148,
Ukraine,2018,231663.821312438,339815.24372058,,1395.83049933596,67923.0910617137,,38799.0556602064,,33.445186885848,
United Kingdom,2018,380582.43699585,467869.951315327,,12950.5500481041,55171.6634832871,0.337573638192,18475.0303164796,134.943971241611,554.98892672725,
United States of America,2018,5377797.35312584,6754831.64782023,,144940.17556519,774039.875466981,547.103619153175,430203.07887234,4252.5444446198,7100.52941752953,15950.98730858
Australia,2019,416761.9334163,546606.624341056,,11285.3103255569,99367.7314000717,,18751.6454597708,303.14201916,136.861720197132,
Austria,2019,67956.1576260264,79994.1376400622,,1801.57138410377,6608.55492437589,12.7351,3130.59880237526,34.70289,449.81691318089,
Belarus,2019,62096.3437385716,92291.6329792469,,191.013619144468,17531.6364146119,6.4237840524,12445.3633199863,11.1858538909368,9.6662489892,
Belgium,2019,99470.2597331821,116463.710624171,,3701.94920047716,8095.9414953694,1.0465,4946.17326259734,139.085528166423,109.25490437873,
Bulgaria,2019,42232.711130619,53942.1163887783,54010.2563739884,801.65383795148,6527.15408981666,,4361.76296466877,0.0122849313582,18.822080791055,
Canada,2019,578587.718185439,723679.290426617,,12111.0736946586,101367.689417077,0.332648,30550.1261829318,618.149483512366,444.200814999204,
Croatia,2019,17857.445503055,24799.3850119497,,1470.23062961122,4049.49762573895,,1414.11799454454,,8.093259,
Cyprus,2019,7342.33557177885,8891.61875255438,8896.58595255438,332.265374089774,1034.05336443387,,167.519866251891,,15.444576,
Czechia,2019,101032.686316781,123451.260562435,124109.591182905,3823.44150867491,13798.8677114323,2.361548,4722.24655409447,1.56668542738262,70.09023802517,
Denmark,2019,32595.7484664675,46941.6710196458,47214.1419456564,393.584672474583,8471.83532089407,,5405.12856697226,0.994120515375,74.379872321945,
Estonia,2019,12323.98295408,14537.8516473823,,219.672200520598,1156.23236717043,,835.036526406518,,2.92759920466,
European Union,2019,2913818.31412009,3588259.60581292,3591293.6253531,78266.750103175,409823.111980726,65.132768859053,175858.096294469,2282.06490436323,6551.45906735095,1594.67657388695
Finland,2019,42453.7467591298,52726.0835023906,52779.4426851836,968.939052467649,5041.9363975537,,4239.59519440686,1.76530392007679,20.1007949125,
France,2019,331725.372279835,437646.626545507,438467.012295634,12659.3319567789,64979.6376701825,9.632509747973,27207.4375197256,533.339174272406,531.875434964925,
Germany,2019,707491.364989861,794633.66894194,,8743.36799213021,48261.4341916901,10.2557,25668.9449841769,210.883196527,4039.660507555,207.75738
Greece,2019,65759.4803494355,86153.2724876574,,5137.0795689032,11210.5337507418,,3917.47721658462,123.629962628292,5.07163936397,
Hungary,2019,49310.4854968512,64771.7879877256,,1823.01014626655,9219.78236641327,,4312.90417836968,1.36284667725374,104.242953147685,
Iceland,2019,3558.74072713258,4723.89807904443,,199.640928151394,632.396439925642,,243.553974364232,87.221526969784,2.3444825008,
Ireland,2019,37325.752057404,61165.0386215939,,772.026061857963,17043.0557564843,11.162411111152,5921.78521225356,56.6459536363636,34.6111688466,
Italy,2019,340402.522237771,422276.172988354,,17019.3785145221,46762.3230853085,17.938999999928,16691.1240759088,915.404333333333,444.32910651054,23.152635
Japan,2019,1104539.82086726,1207742.41648995,1209748.75888633,49968.0075238734,27483.882213975,294.616475369088,20011.0749121498,3443.98570217835,2001.02879513969,
Latvia,2019,7650.64679155874,11131.8651641144,11144.5417341574,243.350490555801,1920.8982486193,,1302.72380262653,,14.245830754,
Liechtenstein,2019,149.021820292411,188.322739611491,,9.06434913405222,21.9144648936063,,8.27149033021895,0.00196996120235,0.048645,
Lithuania,2019,13677.7750879094,20244.638212953,20286.331680194,532.737597544059,3425.2800368403,,2603.67995565917,,5.165535,
Luxembourg,2019,9769.62255828995,10739.9929507464,,49.4511687188751,657.85052010985,,252.811921646085,,10.256781981655,
Malta,2019,1648.76429425849,2149.92565857325,,220.707949370099,224.825402454213,,55.2900090214421,0.0000011125,0.3380023565,
Monaco,2019,71.1203034787553,83.0093129268974,83.2206111005272,7.7720225714799,1.077272743602,,2.91571983905216,0.000357615,0.123636679008,
Netherlands (Kingdom of the),2019,152509.407141421,180936.865076125,181367.993363146,1302.79366910058,19271.7370525398,,7613.99334859184,118.190864471561,120.743,
New Zealand,2019,36878.9357625208,79989.7934676059,,1395.06684270823,33557.2873622812,,8053.39076430295,89.131613896,15.981121896744,
Norway,2019,42445.3866868299,50958.2185194266,51218.5763685476,874.497639538945,5299.85906450666,,2110.99781525377,157.41113544,70.066177857315,
Poland,2019,317682.526960625,386386.363388426,386870.644066039,5304.57340820821,43534.4984870151,,19760.0533514242,11.1709226799319,93.540258472625,
Portugal,2019,47494.0448645779,64115.5061989248,64259.3856362299,3129.9141582989,10431.7917191534,,3013.6130773398,21.3077865512343,24.83459300354,
Romania,2019,76885.2218833453,115762.754538771,,1780.6404289694,26678.4367506101,,10355.3960762217,3.44742156019359,59.61197806454,
Russian Federation,2019,1705030.91690149,2136517.9472155,,36000.3036464677,308733.012598769,0.0102168,84045.6461527454,1644.66661949137,1063.39107972907,
Slovakia,2019,33778.5476971304,39955.7271344668,40001.028033574,688.685876852304,3756.24494982632,,1718.44318565258,4.66854951385845,9.1368754914,
Slovenia,2019,14039.4418386429,17204.8266018077,,282.19059395522,2163.67876410247,,692.455730822584,10.6163030940055,16.4433711905,
Spain,2019,250660.790115447,309814.166540125,,4277.43069032784,41433.0838216104,,11795.0857049645,48.844827313935,235.164821574,1363.76655888695
Sweden,2019,41006.0399821559,50607.2401976774,,937.820655558584,4675.48778322772,,3908.15066498031,44.4259480307505,35.315163724105,
Switzerland,2019,36726.9186596108,46470.472584732,46590.7607641204,1342.92011149798,5149.372321699,0.50872614975,3044.4570714548,28.6366239302866,177.65907038935,
Türkiye,2019,402692.253520087,508725.873476898,,5676.59572152708,63216.5015367444,,36967.3980014909,17.1042970485907,156.0204,
Ukraine,2019,221943.163350444,334118.10835654,,1684.99593410077,70052.0024305109,,40399.1579801475,,38.788661336676,
United Kingdom,2019,366942.115352353,453233.646267804,,12333.1459789747,54691.2854269825,0.337573638192,18575.7440481393,200.858176567599,490.15971114868,
United States of America,2019,5262145.07431644,6617916.87584301,,149355.426457905,767779.397441959,533.450257359775,410292.651801434,3985.61444897598,7755.36514828773,16069.89597065
Australia,2020,400333.466600032,528149.456399617,,11564.3875315886,97303.7351683072,,18586.6505786423,270.31474297,90.901778076396,
Austria,2020,62121.2514097573,73910.8426787676,,1704.9654089292,6502.90399748831,11.27,3088.91639399474,27.02043,454.51503859811,
Belarus,2020,59055.5509338168,89940.2770629011,,200.983288509603,17678.0898385645,6.119338428,12978.3526962995,10.6557170985892,10.525250184,
Belgium,2020,91101.3872724279,107272.654061859,,3111.95679380198,7971.60760675944,8.132219363758,4787.45628121925,184.803342650432,107.31054563608,
Bulgaria,2020,36533.6133958517,47984.6153420359,48044.8997264786,789.766469864273,6406.8323891111,,4233.94337542839,0.0104421916545,20.449269588805,
Canada,2020,522845.295608652,658788.389603692,,11918.8519747354,91379.8196667903,0.61576,31523.4327623654,828.564595246362,291.809235902544,
Croatia,2020,16870.5283712592,23906.8178485708,,1574.63166625324,4001.92922146943,,1450.37594208894,,9.3526475,
Cyprus,2020,6910.90840225632,8502.85742775089,8508.01882775089,335.683897225151,1064.83267345146,,172.695058817959,,18.737396,
Czechia,2020,91697.3634303087,113072.052254782,113719.517794109,3734.28810841254,13098.133945115,2.015881,4472.12578212769,0.96742083734095,67.15768698088,
Denmark,2020,29965.916682094,44483.8000744434,44725.3437103079,392.046489213016,8613.03644167601,,5464.92020740543,0.006250515375,47.87400353953,
Estonia,2020,9238.88140776404,11407.0831627531,,179.918358786542,1144.51397209763,,840.743194977215,,3.02622912766,
European Union,2020,2638542.75686845,3300463.61001495,3303600.54329228,72857.878771089,405668.777595617,68.380158592984,174621.025579402,1776.63855006745,5408.36957928728,1519.78291244962
Finland,2020,37735.155182888,47756.2809670398,47822.2291139538,903.858763686259,4937.91394139328,,4156.04541852832,1.48532025645956,21.8223402875,
France,2020,296194.913513901,398297.030796456,399196.904803903,11281.1986802683,63774.3314706699,7.99429156246,26049.2300742659,471.588838803006,517.77392698473,
Germany,2020,647252.332890317,730922.689163224,,8256.32327164359,47051.4093588268,10.1108,24922.3507503489,188.230284978,3100.38015957,141.55164754
Greece,2020,55619.7699188279,75464.487330058,,4816.27219989772,10959.0545014084,,3930.76236035739,133.538113397292,5.09023616934,
Hungary,2020,47335.4689645989,62965.3172614311,,1848.68514590373,9207.07338452403,,4461.51125523708,1.64311250263407,110.935398664755,
Iceland,2020,3339.560581747,4521.05926620952,,195.612040568164,651.909614892776,,244.765820756971,85.959553243963,3.25165500065,
Ireland,2020,35123.7751415184,59056.3005943482,,624.078461175879,17286.8298683263,12.619300000062,5926.07980994606,63.96575,18.952263381505,
Italy,2020,303281.27169295,384969.876888938,,16035.0504263899,47513.4093154766,16.237666666704,17345.6987925547,498.66,257.18296990006,22.366025
Japan,2020,1039795.89696067,1144932.49699552,1146799.17969423,52210.280536947,27379.8897505428,336.984414409304,19680.2881712081,3500.84250588095,2028.3146558619,
Latvia,2020,6999.91277736615,10483.1428786186,10496.243293863,236.903214676411,1897.99318191421,,1336.03045863784,,12.303246024,
Liechtenstein,2020,141.929378094917,180.87137600695,,8.62848437619377,22.0784812178045,,8.17870756667365,0.00109975136152,0.055225,
Lithuania,2020,13538.6735455394,20165.7263788795,20203.496265238,501.585179642873,3321.77587604124,,2793.64334215599,,10.0484355,
Luxembourg,2020,8067.6900859552,9029.89917186839,,45.3573737282339,667.828422038227,,239.110854157401,,9.91243598933,
Malta,2020,1597.20036617892,2111.85911675531,,225.187125036218,232.556651209949,,56.5005958612208,0.0000011125,0.4143773565,
Monaco,2020,60.5274613919835,69.7615695819052,69.9609237764287,5.63628839312667,0.719914906343,,2.75414432012008,,0.123760570332,
Netherlands (Kingdom of the),2020,136684.617674934,164367.793212828,164787.111619137,1056.5751014923,18973.5695919547,,7459.28358592931,65.3432585179166,128.404,
New Zealand,2020,34237.3254577499,77330.6608696297,,1444.80421709531,33404.3671135728,,8139.56297515342,87.91568312672,16.685422931472,
Norway,2020,40890.4311721077,49214.6353993391,49497.6082436891,749.797042805671,5288.47391253243,,2064.79597126214,145.15363521,75.983665421155,
Poland,2020,302437.094322481,371312.432924213,371894.952366352,5114.4771512659,43188.1075551609,,20469.8559499754,10.6123765459353,92.28556878329,
Portugal,2020,41695.2015281756,58029.3478009407,58149.9223208808,3086.33850883116,10235.3573417197,,2965.08506578251,23.7597447312146,23.60561170062,
Romania,2020,74026.533626853,112036.038651036,,1847.42548758871,26340.5800006445,,9755.85963188203,3.19465691276844,62.4452471553,
Russian Federation,2020,1632929.31188306,2061109.85894166,,39081.7913410517,299884.330955944,2.1148776,86475.4613845233,1685.53695399054,1051.31154549325,
Slovakia,2020,31096.6257862936,37187.8894792581,37233.7644792581,646.648664589163,3699.93648230423,,1721.90575586823,5.04363820282863,17.729152,
Slovenia,2020,12854.9073361801,15974.7834883883,,277.761265511174,2131.29003900218,,685.442531358255,8.65248620067948,16.72983013596,
Spain,2020,213625.431985474,272244.362121088,,3497.50496873462,41467.049323032,,12031.1956230922,29.459613463588,237.8553673825,1355.86523990962
Sweden,2020,36686.4862798547,46214.0285788987,,888.585367413728,4588.7140166631,,3953.37687018564,58.6534682478281,38.21257653369,
Switzerland,2020,34235.2250142569,43789.7369474041,43906.5583122028,1322.69960910422,5092.86457177067,0.385687575,2948.28971792995,34.4361888979603,155.83615786933,
Türkiye,2020,412926.87208291,523990.816655316,,6497.73387053208,63893.7581784642,,40490.5698719369,10.3810514721559,171.5016,
Ukraine,2020,206823.849283158,318034.947808477,,1751.49503046416,71698.7367096507,,37717.5165416542,,43.350243549744,
United Kingdom,2020,327164.209878094,408965.07661368,,11525.4637952368,52265.8076272561,0.337573638192,17437.8558611951,151.135157334091,420.26672092623,
United States of America,2020,4714628.03189533,6025973.61273647,,152279.998756102,742248.620059557,580.442154653445,388903.348477543,3903.96992362351,7508.18631008897,15921.01515958
Austria,2021,66018.6319228833,77532.3511799922,,1485.82333363034,6499.26459036207,11.9623,3122.73842634248,23.40351,370.52709677397,
Belarus,2021,60938.1969138083,91988.2016909786,,208.962636965765,17875.9385994639,6.051351816,12938.0206050906,10.5373307061,10.494253128,
Belgium,2021,95668.0807011794,110951.731346546,,2397.30367250546,7870.0988320078,5.248876861074,4733.2055356223,182.000315041346,95.7934133288,
Bulgaria,2021,42281.8838574128,53917.2650841,53985.3385255025,739.422816164572,6560.59971145466,,4312.07601940031,0.0088758629063,23.273803804765,
Canada,2021,537173.736992154,670428.304537872,,11433.4129129798,90509.759899685,0.61576,30231.4031124693,752.880025305641,326.495835278208,
Croatia,2021,17410.6267159848,24446.4182317312,,1699.28404317094,3887.15610467487,,1439.72281221517,,9.628555685475,
Cyprus,2021,7029.35785855711,8670.01523813342,8675.23043813343,353.487646622074,1097.40095763803,,173.528254316209,,16.240521,
Czechia,2021,96665.2253266532,118381.690605425,119035.638715618,3711.39709469883,13223.9900175251,1.456084,4683.99413535025,30.9470120560415,64.680935142035,
Denmark,2021,31306.3495818155,45515.579085262,45761.0013458001,356.185833248185,8644.69913581677,,5192.77059070174,0.006449083875,15.567494595925,
Estonia,2021,10419.9178953988,12615.1715098191,,190.208121554073,1152.94077636597,,849.034474692602,,3.07024180766,
European Union,2021,2814421.65352554,3468394.08466801,3471700.311817,69863.7998495205,401658.555492058,71.286505196522,174381.185358152,1617.27193083559,4837.79688140068,1542.53512531032
Finland,2021,37947.1785577641,47799.4903537935,47856.0524590425,837.600327970633,4819.21681748269,,4171.04845595172,1.59333233680741,22.8528622875,
France,2021,320908.304722352,420060.755936269,421077.313913464,9984.61884008818,62196.306195502,11.599144335394,26031.4045758756,390.183913665202,538.338544450585,
Germany,2021,678798.872187656,760358.008057834,,8069.17819431842,45687.7487317312,13.7172,24767.1613218499,190.946449688,2663.74274579,166.6412268
Greece,2021,57556.3286034507,77488.8283274189,,4675.44563258827,11323.4215669907,,3817.42955760378,111.176154611993,5.0268121735,
Hungary,2021,48563.8563289726,64217.8413850294,,1862.46001758178,9206.95476478559,,4485.76822757513,1.76256626487883,97.03947984941,
Iceland,2021,3510.05069048688,4662.23951496099,,157.248161796444,654.079269297736,,248.93753109483,88.949232285101,2.97463,
Ireland,2021,37547.2849970332,62109.8692380655,,672.987866283893,17649.700240153,12.071900000062,6146.63947385306,64.95167,16.23309074227,
Italy,2021,337229.883985225,417591.433598601,,15387.7747729177,47087.0541894855,15.230999999992,17193.3360670527,395.321666666667,257.500917253865,25.331
Japan,2021,1062129.23506539,1168094.46547519,1169966.13434233,53561.038045285,27361.3633177281,380.111195618764,19459.7260163973,3155.54134513738,2047.45048962929,
Latvia,2021,7240.49647681672,10725.2920256019,10738.1187421114,250.341440458049,1889.56980311644,,1332.78191086666,,12.102394344,
Liechtenstein,2021,145.883912755427,183.904220870403,,7.99348229998211,21.8077411831664,,8.1649244851609,0.00105014666657,0.05311,
Lithuania,2021,13829.6745051854,20251.5112480824,20291.7768416113,512.853922539436,3301.10271867869,,2595.24972117884,,12.6303805,
Luxembourg,2021,8429.71345657012,9390.72993432681,,43.6941148548245,663.177117543914,,244.227281895078,,9.91796346287,
Malta,2021,1606.72741011375,2133.61873682644,,228.800901781676,241.701851538507,,55.9646045235127,0.0095915125,0.4143773565,
Monaco,2021,64.4187678464187,73.6327618951857,73.8680046117128,5.58085290571414,0.661563651731,,2.84665644277386,0.000596025,0.124325023548,
Netherlands (Kingdom of the),2021,139906.958386119,167153.245110316,167655.901232581,1172.45032271632,18715.262036838,,7155.25371136211,79.4521532804117,123.8685,
New Zealand,2021,34318.0029765366,76824.5871817898,,1483.22254410846,33019.3455811991,,7937.59675628788,50.688454051,15.73086960678,
